Year,CountyID,State,County,Median Income
2004,Clackamas2004,OR,Clackamas,53150
2005,Clackamas2005,OR,Clackamas,54743
2006,Clackamas2006,OR,Clackamas,56287
2007,Clackamas2007,OR,Clackamas,61325
2008,Clackamas2008,OR,Clackamas,65862
2009,Clackamas2009,OR,Clackamas,60051
2010,Clackamas2010,OR,Clackamas,57960
2011,Clackamas2011,OR,Clackamas,58496
2012,Clackamas2012,OR,Clackamas,64231
2013,Clackamas2013,OR,Clackamas,66514
2014,Clackamas2014,OR,Clackamas,65555
2015,Clackamas2015,OR,Clackamas,69523
2016,Clackamas2016,OR,Clackamas,74460
2017,Clackamas2017,OR,Clackamas,79404
2018,Clackamas2018,OR,Clackamas,81061
2019,Clackamas2019,OR,Clackamas,80539
1989,Multnomah1989,OR,Multnomah,26778
1990,Multnomah1990,OR,Multnomah,.
1991,Multnomah1991,OR,Multnomah,.
1992,Multnomah1992,OR,Multnomah,.
1993,Multnomah1993,OR,Multnomah,29759
1994,Multnomah1994,OR,Multnomah,.
1995,Multnomah1995,OR,Multnomah,34966
1996,Multnomah1996,OR,Multnomah,.
1997,Multnomah1997,OR,Multnomah,38225
1998,Multnomah1998,OR,Multnomah,40038
1999,Multnomah1999,OR,Multnomah,40608
2000,Multnomah2000,OR,Multnomah,43153
2001,Multnomah2001,OR,Multnomah,42422
2002,Multnomah2002,OR,Multnomah,41553
2003,Multnomah2003,OR,Multnomah,41781
2004,Multnomah2004,OR,Multnomah,42334
2005,Multnomah2005,OR,Multnomah,43055
2006,Multnomah2006,OR,Multnomah,45542
2007,Multnomah2007,OR,Multnomah,48876
2008,Multnomah2008,OR,Multnomah,51372
2009,Multnomah2009,OR,Multnomah,50604
2010,Multnomah2010,OR,Multnomah,48018
2011,Multnomah2011,OR,Multnomah,46989
2012,Multnomah2012,OR,Multnomah,51580
2013,Multnomah2013,OR,Multnomah,53624
2014,Multnomah2014,OR,Multnomah,53519
2015,Multnomah2015,OR,Multnomah,58764
2016,Multnomah2016,OR,Multnomah,62292
2017,Multnomah2017,OR,Multnomah,63587
2018,Multnomah2018,OR,Multnomah,70756
2019,Multnomah2019,OR,Multnomah,72469
1989,Washington1989,OR,Washington,36115
1990,Washington1990,OR,Washington,.
1991,Washington1991,OR,Washington,.
1992,Washington1992,OR,Washington,.
1993,Washington1993,OR,Washington,42298
1994,Washington1994,OR,Washington,.
1995,Washington1995,OR,Washington,46835
1996,Washington1996,OR,Washington,.
1997,Washington1997,OR,Washington,49753
1998,Washington1998,OR,Washington,51775
1999,Washington1999,OR,Washington,52032
2000,Washington2000,OR,Washington,55139
2001,Washington2001,OR,Washington,54444
2002,Washington2002,OR,Washington,53891
2003,Washington2003,OR,Washington,54184
2004,Washington2004,OR,Washington,55933
2005,Washington2005,OR,Washington,53835
2006,Washington2006,OR,Washington,59456
2007,Washington2007,OR,Washington,61721
2008,Washington2008,OR,Washington,65576
2009,Washington2009,OR,Washington,61022
2010,Washington2010,OR,Washington,60555
2011,Washington2011,OR,Washington,62463
2012,Washington2012,OR,Washington,63566
2013,Washington2013,OR,Washington,63632
2014,Washington2014,OR,Washington,66315
2015,Washington2015,OR,Washington,70417
2016,Washington2016,OR,Washington,75577
2017,Washington2017,OR,Washington,80845
2018,Washington2018,OR,Washington,82819
2019,Washington2019,OR,Washington,85665
1989,Philadelphia1989,PA,Philadelphia,22589
1990,Philadelphia1990,PA,Philadelphia,.
1991,Philadelphia1991,PA,Philadelphia,.
1992,Philadelphia1992,PA,Philadelphia,.
1993,Philadelphia1993,PA,Philadelphia,24716
1994,Philadelphia1994,PA,Philadelphia,.
1995,Philadelphia1995,PA,Philadelphia,26854
1996,Philadelphia1996,PA,Philadelphia,.
1997,Philadelphia1997,PA,Philadelphia,28897
1998,Philadelphia1998,PA,Philadelphia,29560
1999,Philadelphia1999,PA,Philadelphia,29210
2000,Philadelphia2000,PA,Philadelphia,30720
2001,Philadelphia2001,PA,Philadelphia,29946
2002,Philadelphia2002,PA,Philadelphia,29540
2003,Philadelphia2003,PA,Philadelphia,30517
2004,Philadelphia2004,PA,Philadelphia,30892
2005,Philadelphia2005,PA,Philadelphia,32671
2006,Philadelphia2006,PA,Philadelphia,33368
2007,Philadelphia2007,PA,Philadelphia,35431
2008,Philadelphia2008,PA,Philadelphia,37090
2009,Philadelphia2009,PA,Philadelphia,36959
2010,Philadelphia2010,PA,Philadelphia,34667
2011,Philadelphia2011,PA,Philadelphia,34433
2012,Philadelphia2012,PA,Philadelphia,35518
2013,Philadelphia2013,PA,Philadelphia,36918
2014,Philadelphia2014,PA,Philadelphia,39037
2015,Philadelphia2015,PA,Philadelphia,41210
2016,Philadelphia2016,PA,Philadelphia,41514
2017,Philadelphia2017,PA,Philadelphia,40193
2018,Philadelphia2018,PA,Philadelphia,46149
2019,Philadelphia2019,PA,Philadelphia,47598
1989,Austin1989,TX,Austin,23778
1990,Austin1990,TX,Austin,.
1991,Austin1991,TX,Austin,.
1992,Austin1992,TX,Austin,.
1993,Austin1993,TX,Austin,29051
1994,Austin1994,TX,Austin,.
1995,Austin1995,TX,Austin,31676
1996,Austin1996,TX,Austin,.
1997,Austin1997,TX,Austin,33945
1998,Austin1998,TX,Austin,35350
1999,Austin1999,TX,Austin,37489
2000,Austin2000,TX,Austin,40111
2001,Austin2001,TX,Austin,40210
2002,Austin2002,TX,Austin,41128
2003,Austin2003,TX,Austin,42007
2004,Austin2004,TX,Austin,42898
2005,Austin2005,TX,Austin,43684
2006,Austin2006,TX,Austin,46603
2007,Austin2007,TX,Austin,50277
2008,Austin2008,TX,Austin,49721
2009,Austin2009,TX,Austin,50558
2010,Austin2010,TX,Austin,50154
2011,Austin2011,TX,Austin,48209
2012,Austin2012,TX,Austin,51448
2013,Austin2013,TX,Austin,52042
2014,Austin2014,TX,Austin,58792
2015,Austin2015,TX,Austin,57960
2016,Austin2016,TX,Austin,55973
2017,Austin2017,TX,Austin,61111
2018,Austin2018,TX,Austin,59942
2019,Austin2019,TX,Austin,68311
1989,Bexar1989,TX,Bexar,22921
1990,Bexar1990,TX,Bexar,.
1991,Bexar1991,TX,Bexar,.
1992,Bexar1992,TX,Bexar,.
1993,Bexar1993,TX,Bexar,26519
1994,Bexar1994,TX,Bexar,.
1995,Bexar1995,TX,Bexar,29815
1996,Bexar1996,TX,Bexar,.
1997,Bexar1997,TX,Bexar,32374
1998,Bexar1998,TX,Bexar,34210
1999,Bexar1999,TX,Bexar,36340
2000,Bexar2000,TX,Bexar,39540
2001,Bexar2001,TX,Bexar,38968
2002,Bexar2002,TX,Bexar,38418
2003,Bexar2003,TX,Bexar,38676
2004,Bexar2004,TX,Bexar,38832
2005,Bexar2005,TX,Bexar,42063
2006,Bexar2006,TX,Bexar,42833
2007,Bexar2007,TX,Bexar,44587
2008,Bexar2008,TX,Bexar,45794
2009,Bexar2009,TX,Bexar,45315
2010,Bexar2010,TX,Bexar,47724
2011,Bexar2011,TX,Bexar,46589
2012,Bexar2012,TX,Bexar,49651
2013,Bexar2013,TX,Bexar,49655
2014,Bexar2014,TX,Bexar,50699
2015,Bexar2015,TX,Bexar,52230
2016,Bexar2016,TX,Bexar,53170
2017,Bexar2017,TX,Bexar,54163
2018,Bexar2018,TX,Bexar,54210
2019,Bexar2019,TX,Bexar,58956
1989,Collins1989,TX,Collins,47992
1990,Collins1990,TX,Collins,.
1991,Collins1991,TX,Collins,.
1992,Collins1992,TX,Collins,.
1993,Collins1993,TX,Collins,55643
1994,Collins1994,TX,Collins,.
1995,Collins1995,TX,Collins,60998
1996,Collins1996,TX,Collins,.
1997,Collins1997,TX,Collins,65814
1998,Collins1998,TX,Collins,71423
1999,Collins1999,TX,Collins,73775
2000,Collins2000,TX,Collins,77303
2001,Collins2001,TX,Collins,77249
2002,Collins2002,TX,Collins,75866
2003,Collins2003,TX,Collins,74333
2004,Collins2004,TX,Collins,75709
2005,Collins2005,TX,Collins,71419
2006,Collins2006,TX,Collins,74681
2007,Collins2007,TX,Collins,80059
2008,Collins2008,TX,Collins,81875
2009,Collins2009,TX,Collins,77905
2010,Collins2010,TX,Collins,77862
2011,Collins2011,TX,Collins,82765
2012,Collins2012,TX,Collins,81992
2013,Collins2013,TX,Collins,81315
2014,Collins2014,TX,Collins,86634
2015,Collins2015,TX,Collins,86823
2016,Collins2016,TX,Collins,90382
2017,Collins2017,TX,Collins,95394
2018,Collins2018,TX,Collins,96936
2019,Collins2019,TX,Collins,96847
1989,Comal1989,TX,Comal,27376
1990,Comal1990,TX,Comal,.
1991,Comal1991,TX,Comal,.
1992,Comal1992,TX,Comal,.
1993,Comal1993,TX,Comal,32219
1994,Comal1994,TX,Comal,.
1995,Comal1995,TX,Comal,37595
1996,Comal1996,TX,Comal,.
1997,Comal1997,TX,Comal,39600
1998,Comal1998,TX,Comal,41720
1999,Comal1999,TX,Comal,44699
2000,Comal2000,TX,Comal,47472
2001,Comal2001,TX,Comal,46713
2002,Comal2002,TX,Comal,47616
2003,Comal2003,TX,Comal,48888
2004,Comal2004,TX,Comal,50246
2005,Comal2005,TX,Comal,53643
2006,Comal2006,TX,Comal,58702
2007,Comal2007,TX,Comal,58589
2008,Comal2008,TX,Comal,61393
2009,Comal2009,TX,Comal,62642
2010,Comal2010,TX,Comal,61573
2011,Comal2011,TX,Comal,59754
2012,Comal2012,TX,Comal,59081
2013,Comal2013,TX,Comal,70322
2014,Comal2014,TX,Comal,64533
2015,Comal2015,TX,Comal,68362
2016,Comal2016,TX,Comal,76296
2017,Comal2017,TX,Comal,72562
2018,Comal2018,TX,Comal,76523
2019,Comal2019,TX,Comal,87976
1989,Dallas1989,TX,Dallas,30570
1990,Dallas1990,TX,Dallas,.
1991,Dallas1991,TX,Dallas,.
1992,Dallas1992,TX,Dallas,.
1993,Dallas1993,TX,Dallas,33666
1994,Dallas1994,TX,Dallas,.
1995,Dallas1995,TX,Dallas,37777
1996,Dallas1996,TX,Dallas,.
1997,Dallas1997,TX,Dallas,40960
1998,Dallas1998,TX,Dallas,42736
1999,Dallas1999,TX,Dallas,41913
2000,Dallas2000,TX,Dallas,43550
2001,Dallas2001,TX,Dallas,42421
2002,Dallas2002,TX,Dallas,41271
2003,Dallas2003,TX,Dallas,41256
2004,Dallas2004,TX,Dallas,41947
2005,Dallas2005,TX,Dallas,42791
2006,Dallas2006,TX,Dallas,44894
2007,Dallas2007,TX,Dallas,46468
2008,Dallas2008,TX,Dallas,47155
2009,Dallas2009,TX,Dallas,46044
2010,Dallas2010,TX,Dallas,46909
2011,Dallas2011,TX,Dallas,47335
2012,Dallas2012,TX,Dallas,47343
2013,Dallas2013,TX,Dallas,47902
2014,Dallas2014,TX,Dallas,50118
2015,Dallas2015,TX,Dallas,51824
2016,Dallas2016,TX,Dallas,54429
2017,Dallas2017,TX,Dallas,56732
2018,Dallas2018,TX,Dallas,59838
2019,Dallas2019,TX,Dallas,61807
1989,Harris1989,TX,Harris,29643
1990,Harris1990,TX,Harris,.
1991,Harris1991,TX,Harris,.
1992,Harris1992,TX,Harris,.
1993,Harris1993,TX,Harris,34500
1994,Harris1994,TX,Harris,.
1995,Harris1995,TX,Harris,35901
1996,Harris1996,TX,Harris,.
1997,Harris1997,TX,Harris,39037
1998,Harris1998,TX,Harris,40690
1999,Harris1999,TX,Harris,41466
2000,Harris2000,TX,Harris,41220
2001,Harris2001,TX,Harris,43279
2002,Harris2002,TX,Harris,42704
2003,Harris2003,TX,Harris,42262
2004,Harris2004,TX,Harris,41922
2005,Harris2005,TX,Harris,44085
2006,Harris2006,TX,Harris,47159
2007,Harris2007,TX,Harris,49977
2008,Harris2008,TX,Harris,52391
2009,Harris2009,TX,Harris,50577
2010,Harris2010,TX,Harris,50437
2011,Harris2011,TX,Harris,50924
2012,Harris2012,TX,Harris,51298
2013,Harris2013,TX,Harris,52533
2014,Harris2014,TX,Harris,54230
2015,Harris2015,TX,Harris,56670
2016,Harris2016,TX,Harris,56415
2017,Harris2017,TX,Harris,58664
2018,Harris2018,TX,Harris,60241
2019,Harris2019,TX,Harris,61638
1989,Kendall1989,TX,Kendall,28436
1990,Kendall1990,TX,Kendall,.
1991,Kendall1991,TX,Kendall,.
1992,Kendall1992,TX,Kendall,.
1993,Kendall1993,TX,Kendall,34585
1994,Kendall1994,TX,Kendall,.
1995,Kendall1995,TX,Kendall,38991
1996,Kendall1996,TX,Kendall,.
1997,Kendall1997,TX,Kendall,39212
1998,Kendall1998,TX,Kendall,42508
1999,Kendall1999,TX,Kendall,48288
2000,Kendall2000,TX,Kendall,50859
2001,Kendall2001,TX,Kendall,51127
2002,Kendall2002,TX,Kendall,53517
2003,Kendall2003,TX,Kendall,55237
2004,Kendall2004,TX,Kendall,57890
2005,Kendall2005,TX,Kendall,58843
2006,Kendall2006,TX,Kendall,60176
2007,Kendall2007,TX,Kendall,67471
2008,Kendall2008,TX,Kendall,71262
2009,Kendall2009,TX,Kendall,72094
2010,Kendall2010,TX,Kendall,68301
2011,Kendall2011,TX,Kendall,71388
2012,Kendall2012,TX,Kendall,68975
2013,Kendall2013,TX,Kendall,75860
2014,Kendall2014,TX,Kendall,77764
2015,Kendall2015,TX,Kendall,79108
2016,Kendall2016,TX,Kendall,83805
2017,Kendall2017,TX,Kendall,89637
2018,Kendall2018,TX,Kendall,90937
2019,Kendall2019,TX,Kendall,94899
1989,Tarrant1989,TX,Tarrant,32247
1990,Tarrant1990,TX,Tarrant,.
1991,Tarrant1991,TX,Tarrant,.
1992,Tarrant1992,TX,Tarrant,.
1993,Tarrant1993,TX,Tarrant,37866
1994,Tarrant1994,TX,Tarrant,.
1995,Tarrant1995,TX,Tarrant,41003
1996,Tarrant1996,TX,Tarrant,.
1997,Tarrant1997,TX,Tarrant,42927
1998,Tarrant1998,TX,Tarrant,44669
1999,Tarrant1999,TX,Tarrant,45610
2000,Tarrant2000,TX,Tarrant,48473
2001,Tarrant2001,TX,Tarrant,47941
2002,Tarrant2002,TX,Tarrant,47784
2003,Tarrant2003,TX,Tarrant,47805
2004,Tarrant2004,TX,Tarrant,48805
2005,Tarrant2005,TX,Tarrant,49167
2006,Tarrant2006,TX,Tarrant,51826
2007,Tarrant2007,TX,Tarrant,53518
2008,Tarrant2008,TX,Tarrant,56265
2009,Tarrant2009,TX,Tarrant,53757
2010,Tarrant2010,TX,Tarrant,52482
2011,Tarrant2011,TX,Tarrant,52882
2012,Tarrant2012,TX,Tarrant,56030
2013,Tarrant2013,TX,Tarrant,56906
2014,Tarrant2014,TX,Tarrant,58127
2015,Tarrant2015,TX,Tarrant,60735
2016,Tarrant2016,TX,Tarrant,61553
2017,Tarrant2017,TX,Tarrant,65021
2018,Tarrant2018,TX,Tarrant,66059
2019,Tarrant2019,TX,Tarrant,70130
1989,Travis1989,TX,Travis,27472
1990,Travis1990,TX,Travis,.
1991,Travis1991,TX,Travis,.
1992,Travis1992,TX,Travis,.
1993,Travis1993,TX,Travis,34414
1994,Travis1994,TX,Travis,.
1995,Travis1995,TX,Travis,38368
1996,Travis1996,TX,Travis,.
1997,Travis1997,TX,Travis,40250
1998,Travis1998,TX,Travis,43489
1999,Travis1999,TX,Travis,45437
2000,Travis2000,TX,Travis,48406
2001,Travis2001,TX,Travis,47858
2002,Travis2002,TX,Travis,46543
2003,Travis2003,TX,Travis,45314
2004,Travis2004,TX,Travis,45288
2005,Travis2005,TX,Travis,48199
2006,Travis2006,TX,Travis,50825
2007,Travis2007,TX,Travis,53209
2008,Travis2008,TX,Travis,55650
2009,Travis2009,TX,Travis,53434
2010,Travis2010,TX,Travis,51905
2011,Travis2011,TX,Travis,53303
2012,Travis2012,TX,Travis,57293
2013,Travis2013,TX,Travis,60372
2014,Travis2014,TX,Travis,61779
2015,Travis2015,TX,Travis,65244
2016,Travis2016,TX,Travis,70068
2017,Travis2017,TX,Travis,72785
2018,Travis2018,TX,Travis,76255
2019,Travis2019,TX,Travis,80690
1989,SaltLake1989,UT,SaltLake,30997
1990,SaltLake1990,UT,SaltLake,.
1991,SaltLake1991,UT,SaltLake,.
1992,SaltLake1992,UT,SaltLake,.
1993,SaltLake1993,UT,SaltLake,37085
1994,SaltLake1994,UT,SaltLake,.
1995,SaltLake1995,UT,SaltLake,40420
1996,SaltLake1996,UT,SaltLake,.
1997,SaltLake1997,UT,SaltLake,44118
1998,SaltLake1998,UT,SaltLake,45484
1999,SaltLake1999,UT,SaltLake,46183
2000,SaltLake2000,UT,SaltLake,48688
2001,SaltLake2001,UT,SaltLake,48348
2002,SaltLake2002,UT,SaltLake,47892
2003,SaltLake2003,UT,SaltLake,49076
2004,SaltLake2004,UT,SaltLake,50420
2005,SaltLake2005,UT,SaltLake,48398
2006,SaltLake2006,UT,SaltLake,52951
2007,SaltLake2007,UT,SaltLake,56378
2008,SaltLake2008,UT,SaltLake,59168
2009,SaltLake2009,UT,SaltLake,56954
2010,SaltLake2010,UT,SaltLake,56664
2011,SaltLake2011,UT,SaltLake,56166
2012,SaltLake2012,UT,SaltLake,58743
2013,SaltLake2013,UT,SaltLake,61716
2014,SaltLake2014,UT,SaltLake,62536
2015,SaltLake2015,UT,SaltLake,65549
2016,SaltLake2016,UT,SaltLake,68404
2017,SaltLake2017,UT,SaltLake,71396
2018,SaltLake2018,UT,SaltLake,73619
2019,SaltLake2019,UT,SaltLake,79941
1989,Utah1989,UT,Utah,27318
1990,Utah1990,UT,Utah,.
1991,Utah1991,UT,Utah,.
1992,Utah1992,UT,Utah,.
1993,Utah1993,UT,Utah,32662
1994,Utah1994,UT,Utah,.
1995,Utah1995,UT,Utah,39285
1996,Utah1996,UT,Utah,.
1997,Utah1997,UT,Utah,41509
1998,Utah1998,UT,Utah,42419
1999,Utah1999,UT,Utah,44178
2000,Utah2000,UT,Utah,47499
2001,Utah2001,UT,Utah,46198
2002,Utah2002,UT,Utah,45773
2003,Utah2003,UT,Utah,46428
2004,Utah2004,UT,Utah,47544
2005,Utah2005,UT,Utah,47718
2006,Utah2006,UT,Utah,50661
2007,Utah2007,UT,Utah,57133
2008,Utah2008,UT,Utah,59701
2009,Utah2009,UT,Utah,57471
2010,Utah2010,UT,Utah,54385
2011,Utah2011,UT,Utah,58077
2012,Utah2012,UT,Utah,58167
2013,Utah2013,UT,Utah,60069
2014,Utah2014,UT,Utah,60957
2015,Utah2015,UT,Utah,65425
2016,Utah2016,UT,Utah,69568
2017,Utah2017,UT,Utah,70461
2018,Utah2018,UT,Utah,75296
2019,Utah2019,UT,Utah,79505
1989,Wasatch1989,UT,Wasatch,27460
1990,Wasatch1990,UT,Wasatch,.
1991,Wasatch1991,UT,Wasatch,.
1992,Wasatch1992,UT,Wasatch,.
1993,Wasatch1993,UT,Wasatch,34570
1994,Wasatch1994,UT,Wasatch,.
1995,Wasatch1995,UT,Wasatch,41045
1996,Wasatch1996,UT,Wasatch,.
1997,Wasatch1997,UT,Wasatch,42998
1998,Wasatch1998,UT,Wasatch,44558
1999,Wasatch1999,UT,Wasatch,47718
2000,Wasatch2000,UT,Wasatch,50313
2001,Wasatch2001,UT,Wasatch,49629
2002,Wasatch2002,UT,Wasatch,50615
2003,Wasatch2003,UT,Wasatch,51180
2004,Wasatch2004,UT,Wasatch,53661
2005,Wasatch2005,UT,Wasatch,54340
2006,Wasatch2006,UT,Wasatch,58359
2007,Wasatch2007,UT,Wasatch,60888
2008,Wasatch2008,UT,Wasatch,64238
2009,Wasatch2009,UT,Wasatch,61609
2010,Wasatch2010,UT,Wasatch,61593
2011,Wasatch2011,UT,Wasatch,56379
2012,Wasatch2012,UT,Wasatch,62014
2013,Wasatch2013,UT,Wasatch,64423
2014,Wasatch2014,UT,Wasatch,65207
2015,Wasatch2015,UT,Wasatch,75112
2016,Wasatch2016,UT,Wasatch,73077
2017,Wasatch2017,UT,Wasatch,83344
2018,Wasatch2018,UT,Wasatch,85380
2019,Wasatch2019,UT,Wasatch,92136
1989,Clark1989,WA,Clark,32039
1990,Clark1990,WA,Clark,.
1991,Clark1991,WA,Clark,.
1992,Clark1992,WA,Clark,.
1993,Clark1993,WA,Clark,37125
1994,Clark1994,WA,Clark,.
1995,Clark1995,WA,Clark,42862
1996,Clark1996,WA,Clark,.
1997,Clark1997,WA,Clark,45890
1998,Clark1998,WA,Clark,47916
1999,Clark1999,WA,Clark,47776
2000,Clark2000,WA,Clark,49569
2001,Clark2001,WA,Clark,48299
2002,Clark2002,WA,Clark,49040
2003,Clark2003,WA,Clark,50312
2004,Clark2004,WA,Clark,52120
2005,Clark2005,WA,Clark,51124
2006,Clark2006,WA,Clark,55459
2007,Clark2007,WA,Clark,58167
2008,Clark2008,WA,Clark,59194
2009,Clark2009,WA,Clark,56351
2010,Clark2010,WA,Clark,55144
2011,Clark2011,WA,Clark,56750
2012,Clark2012,WA,Clark,56087
2013,Clark2013,WA,Clark,57886
2014,Clark2014,WA,Clark,61747
2015,Clark2015,WA,Clark,64282
2016,Clark2016,WA,Clark,68937
2017,Clark2017,WA,Clark,74243
2018,Clark2018,WA,Clark,73971
2019,Clark2019,WA,Clark,80407
1989,King1989,WA,King,37030
1990,King1990,WA,King,.
1991,King1991,WA,King,.
1992,King1992,WA,King,.
1993,King1993,WA,King,40330
1994,King1994,WA,King,.
1995,King1995,WA,King,44776
1996,King1996,WA,King,.
1997,King1997,WA,King,51300
1998,King1998,WA,King,52435
1999,King1999,WA,King,52893
2000,King2000,WA,King,55158
2001,King2001,WA,King,53982
2002,King2002,WA,King,53644
2003,King2003,WA,King,53541
2004,King2004,WA,King,55969
2005,King2005,WA,King,58351
2006,King2006,WA,King,63291
2007,King2007,WA,King,66969
2008,King2008,WA,King,70091
2009,King2009,WA,King,67706
2010,King2010,WA,King,66147
2011,King2011,WA,King,68596
2012,King2012,WA,King,68944
2013,King2013,WA,King,71779
2014,King2014,WA,King,75738
2015,King2015,WA,King,81816
2016,King2016,WA,King,85907
2017,King2017,WA,King,89519
2018,King2018,WA,King,94822
2019,King2019,WA,King,102338
1989,Pierce1989,WA,Pierce,28425
1990,Pierce1990,WA,Pierce,.
1991,Pierce1991,WA,Pierce,.
1992,Pierce1992,WA,Pierce,.
1993,Pierce1993,WA,Pierce,34344
1994,Pierce1994,WA,Pierce,.
1995,Pierce1995,WA,Pierce,37006
1996,Pierce1996,WA,Pierce,.
1997,Pierce1997,WA,Pierce,41853
1998,Pierce1998,WA,Pierce,44389
1999,Pierce1999,WA,Pierce,44119
2000,Pierce2000,WA,Pierce,46222
2001,Pierce2001,WA,Pierce,45337
2002,Pierce2002,WA,Pierce,46791
2003,Pierce2003,WA,Pierce,48205
2004,Pierce2004,WA,Pierce,49790
2005,Pierce2005,WA,Pierce,49636
2006,Pierce2006,WA,Pierce,53789
2007,Pierce2007,WA,Pierce,55680
2008,Pierce2008,WA,Pierce,58133
2009,Pierce2009,WA,Pierce,55941
2010,Pierce2010,WA,Pierce,56446
2011,Pierce2011,WA,Pierce,55215
2012,Pierce2012,WA,Pierce,57542
2013,Pierce2013,WA,Pierce,57619
2014,Pierce2014,WA,Pierce,60397
2015,Pierce2015,WA,Pierce,60168
2016,Pierce2016,WA,Pierce,64312
2017,Pierce2017,WA,Pierce,69027
2018,Pierce2018,WA,Pierce,75022
2019,Pierce2019,WA,Pierce,78779
1989,Snohomish1989,WA,Snohomish,35875
1990,Snohomish1990,WA,Snohomish,.
1991,Snohomish1991,WA,Snohomish,.
1992,Snohomish1992,WA,Snohomish,.
1993,Snohomish1993,WA,Snohomish,42310
1994,Snohomish1994,WA,Snohomish,.
1995,Snohomish1995,WA,Snohomish,45651
1996,Snohomish1996,WA,Snohomish,.
1997,Snohomish1997,WA,Snohomish,49439
1998,Snohomish1998,WA,Snohomish,51560
1999,Snohomish1999,WA,Snohomish,51645
2000,Snohomish2000,WA,Snohomish,52654
2001,Snohomish2001,WA,Snohomish,51841
2002,Snohomish2002,WA,Snohomish,52083
2003,Snohomish2003,WA,Snohomish,52907
2004,Snohomish2004,WA,Snohomish,54584
2005,Snohomish2005,WA,Snohomish,54897
2006,Snohomish2006,WA,Snohomish,60032
2007,Snohomish2007,WA,Snohomish,65394
2008,Snohomish2008,WA,Snohomish,66706
2009,Snohomish2009,WA,Snohomish,64677
2010,Snohomish2010,WA,Snohomish,63391
2011,Snohomish2011,WA,Snohomish,63766
2012,Snohomish2012,WA,Snohomish,67068
2013,Snohomish2013,WA,Snohomish,67443
2014,Snohomish2014,WA,Snohomish,71890
2015,Snohomish2015,WA,Snohomish,76053
2016,Snohomish2016,WA,Snohomish,78582
2017,Snohomish2017,WA,Snohomish,82405
2018,Snohomish2018,WA,Snohomish,87096
2019,Snohomish2019,WA,Snohomish,89119
